request_id,success,latency,prompt_tokens,generated_tokens,tokens_per_sec,ttft_ms,tbt_ms,tpot_ms,queue_waiting_before,queue_running_before,queue_waiting_after,queue_running_after,batch_size
28,True,0.7122974395751953,0,100,140.3907896392814,72.22604751586914,6.46536759655885,7.122974395751953,0.0,0.0,0.0,9.0,9.0
29,True,0.8616323471069336,0,100,116.05878114460971,200.18649101257324,6.681271273680408,8.616323471069336,0.0,0.0,0.0,35.0,35.0
30,True,0.962928056716919,0,100,103.84991828044527,311.5689754486084,6.579384659275864,9.62928056716919,0.0,0.0,0.0,0.0,0.0
31,True,0.7673056125640869,0,100,130.32616777796318,146.9419002532959,6.2663001243514245,7.673056125640869,0.0,0.0,0.0,22.0,22.0
32,True,0.7328739166259766,0,100,136.4491186429209,89.2481803894043,6.50127006299568,7.328739166259766,0.0,1.0,0.0,1.0,1.0
33,True,0.772212028503418,0,100,129.49811231742214,129.6069622039795,6.490960265650894,7.72212028503418,0.0,0.0,0.0,0.0,0.0
34,True,0.6907143592834473,0,100,144.77764745435553,48.508644104003906,6.486926415953973,6.907143592834473,0.0,0.0,0.0,0.0,0.0
35,True,0.7518844604492188,0,100,132.99915779647085,101.38344764709473,6.570717301031555,7.5188446044921875,0.0,0.0,0.0,1.0,1.0
36,True,0.7237715721130371,0,100,138.16513918618264,77.15582847595215,6.531472157950353,7.237715721130371,0.0,1.0,0.0,2.0,2.0
37,True,0.725961446762085,0,100,137.74836177047348,86.41409873962402,6.460074222449101,7.25961446762085,0.0,2.0,0.0,3.0,3.0
38,True,0.8036906719207764,0,100,124.42598065870979,173.11954498291016,6.36940532260471,8.036906719207764,0.0,1.0,0.0,16.0,16.0
39,True,0.8092226982116699,0,100,123.57537698954016,131.30617141723633,6.847641684792259,8.0922269821167,0.0,1.0,0.0,2.0,2.0
40,True,0.8673503398895264,0,99,114.14072889232918,130.58924674987793,7.517970338159678,8.76111454433865,0.0,0.0,0.0,0.0,0.0
41,True,0.7264010906219482,0,97,133.53504180032016,25.449275970458984,7.3015814026196795,7.488671037339673,0.0,0.0,0.0,5.0,5.0
42,True,0.7262499332427979,0,99,136.31670788312843,72.46184349060059,6.671307038287727,7.335857911543413,0.0,5.0,0.0,1.0,1.0
43,True,0.6930859088897705,0,99,142.83943553056005,33.941030502319336,6.725968146810726,7.0008677665633385,0.0,0.0,0.0,0.0,0.0
44,True,0.7266724109649658,0,100,137.6135910639673,51.7125129699707,6.817776747424193,7.266724109649658,0.0,0.0,0.0,0.0,0.0
45,True,0.7486979961395264,0,95,126.88694305293149,40.80367088317871,7.530790694216464,7.881031538310804,0.0,0.0,0.0,0.0,0.0
46,True,0.7360982894897461,0,100,135.851422870876,47.887325286865234,6.9516259010392005,7.360982894897461,0.0,0.0,0.0,0.0,0.0
47,True,0.7338244915008545,0,95,129.4587481070593,25.578975677490234,7.534526764078343,7.724468331587942,0.0,0.0,0.0,0.0,0.0
48,True,0.7597904205322266,0,94,123.71832739632835,32.36842155456543,7.82174192449098,8.082876814172623,0.0,0.0,0.0,0.0,0.0
49,True,0.7780430316925049,0,97,124.67176756148362,30.388355255126953,7.788069546222687,8.021062182396957,0.0,0.0,0.0,0.0,0.0
50,True,0.7265775203704834,0,100,137.63156331757938,34.03067588806152,6.995422671539615,7.265775203704834,0.0,0.0,0.0,0.0,0.0
51,True,0.6674544811248779,0,100,149.82295096958143,31.296253204345703,6.425840686065982,6.674544811248779,0.0,0.0,0.0,0.0,0.0
52,True,0.686631441116333,0,100,145.6385391228501,46.47636413574219,6.466212898793847,6.86631441116333,0.0,0.0,0.0,0.0,0.0
53,True,0.7103874683380127,0,100,140.7682489584945,49.539804458618164,6.675228928074692,7.103874683380127,0.0,0.0,0.0,0.0,0.0
54,True,0.7765233516693115,0,100,128.77912787172147,100.7394790649414,6.8260997232764655,7.765233516693115,0.0,0.0,0.0,0.0,0.0
55,True,0.7763819694519043,0,100,128.80257905859938,159.2411994934082,6.2337451510959205,7.763819694519043,0.0,0.0,0.0,18.0,18.0
56,True,0.7221219539642334,0,100,138.48076415767437,79.86593246459961,6.487434560602361,7.221219539642334,0.0,0.0,0.0,0.0,0.0
57,True,0.7879786491394043,0,100,126.90699184453236,29.46305274963379,7.661773700906773,7.879786491394043,0.0,0.0,0.0,0.0,0.0
58,True,0.773374080657959,0,100,129.30353175907263,34.66439247131348,7.461714022087328,7.73374080657959,0.0,0.0,0.0,0.0,0.0
59,True,0.7289199829101562,0,98,134.44548413770005,41.98122024536133,7.081842914070051,7.437959009287309,0.0,0.0,0.0,3.0,3.0
60,True,0.8143429756164551,0,87,106.83459255498738,64.4073486328125,8.720181709112124,9.360264087545461,0.0,2.0,0.0,8.0,8.0
61,True,0.7490448951721191,0,58,77.43194082735519,102.04339027404785,11.350903594703006,12.914567158139985,0.0,6.0,0.0,31.0,31.0
62,True,0.7701780796051025,0,76,98.67847711138167,107.25092887878418,8.839028676350912,10.133922100067139,0.0,29.0,0.0,40.0,40.0
63,True,0.33562493324279785,0,15,44.69274631973989,140.9299373626709,13.906785420009069,22.374995549519856,0.0,43.0,0.0,55.0,55.0
64,True,0.7676820755004883,0,78,101.6045606498603,45.19772529602051,9.382913639019062,9.8420778910319,0.0,56.0,0.0,26.0,26.0
65,True,0.6914999485015869,0,84,121.47506327660591,48.02513122558594,7.75270864187953,8.23214224406651,0.0,34.0,0.0,26.0,26.0
66,True,0.7810227870941162,0,79,101.14941753995227,126.07359886169434,8.396784464518229,9.886364393596407,0.0,24.0,0.0,27.0,27.0
67,True,0.7642178535461426,0,70,91.59691791441965,155.01093864440918,8.829085723213527,10.917397907802037,0.0,18.0,0.0,54.0,54.0
68,True,0.6450858116149902,0,51,79.05924929943829,66.81704521179199,11.565375328063965,12.648741404215494,0.0,52.0,0.0,56.0,56.0
69,True,0.6455647945404053,0,48,74.35349697805698,49.42941665649414,12.683731444338536,13.44926655292511,0.0,55.0,0.0,34.0,34.0
70,True,0.7105937004089355,0,81,113.9891895374048,37.37783432006836,8.41519832611084,8.772761733443648,0.0,51.0,0.0,0.0,0.0
71,True,0.6769974231719971,0,100,147.7110496690829,47.815561294555664,6.355372342196378,6.769974231719971,0.0,0.0,0.0,0.0,0.0
